시군명,공동주택구분,공동주택명정보,읍면동주소,지번주소,사용검사일자,층수,동수,세대수,의무관리대상여부
파주시,,한빛마을7단지,운정3동,1023,2011-12-01,25,19,1564,N
파주시,,한빛마을8단지 휴먼시아,운정3동,1031,2011-06-10,28,17,1062,Y
파주시,,한빛마을9단지 롯데캐슬,운정3동,1016,2017-10-27,29,10,1076,Y
파주시,,한양수자인리버팰리스,문산읍 당동리,947,2015-10-07,22,14,1006,Y
파주시,,한울마을1단지 운정신도시 IPARK,동패동,1781,2020-07-22,29,50,3042,Y
파주시,,한울마을2단지,운정3동,200-1,2001-06-30,15,19,1260,Y
파주시,,한울마을3단지,운정3동,1752,2011-08-11,25,11,648,N
파주시,,한울마을4단지 휴먼시아,운정3동,1753,2009-11-06,23,13,1167,N
파주시,,한울마을5단지 휴먼시아,운정3동,1768,2010-11-29,23,18,1467,N
파주시,,한울마을6단지,운정3동,1771,2011-07-18,30,9,700,N
파주시,,한울마을7단지 삼부르네상스,운정3동,679,2010-06-15,32,15,1390,Y
파주시,,한일유앤아이,금촌3동,1014,2006-08-23,15,2,180,Y
파주시,,한일유앤아이2차,금촌동,1014-1,2007-09-17,15,3,148,N
파주시,,한진1차,문산읍 문산리,17-29,1992-05-30,15,2,240,Y
파주시,,한진2차,문산읍 선유리,903-10,1993-11-11,12,1,148,N
파주시,,해솔마을11단지 휴먼시아,운정2동,640,2009-12-09,23,12,1165,N
파주시,,해솔마을1단지 두산위브,운정2동,647,2010-04-09,25,9,668,Y
파주시,,해솔마을3단지,운정2동,2-110,2001-06-09,20,16,1274,Y
파주시,,해솔마을4단지 벽산우남연리지,운정2동,1368,2010-06-30,25,7,624,Y
파주시,,해솔마을5단지 삼부르네상스,운정2동,1772,2010-06-15,30,11,724,Y
파주시,,해솔마을6단지,운정2동,690,2014-05-15,25,17,1525,N
파주시,,해솔마을7단지 롯데캐슬,운정1동,1404,2014-11-29,30,20,1880,Y
파주시,,해오름마을11단지 우미린 더퍼스트,다율동,220-2,2021-08-04,28,8,846,N
파주시,,해오름마을12단지 휴아림,다율동,146-5,2020-08-28,29,7,748,N
파주시,,헤르만하우스,문발동,505-2,2005-10-17,2,5,51,N
파주시,,헤르만하우스,문발동,506-2,2005-10-17,2,9,86,N
파주시,,현대연립,법원읍 법원리,425-1,1989-05-18,3,2,48,N
파주시,,호수,문산읍 문산리,10-92,1995-06-26,15,2,336,Y
파주시,,홍우,금촌동,768-1,1990-10-02,4,1,71,N
파주시,,황해연립,파주읍 연풍리,433-1,1986-12-04,3,2,45,N
파주시,,효자그린빌,탄현면 법흥리,1566,1998-12-15,3,15,282,N
파주시,,효형,문산읍 당동리,170-3,1997-08-28,13,2,99,N
파주시,,후곡마을뜨란채,금촌2동,1003,2004-11-11,23,16,1402,Y
파주시,,후곡마을뜨란채,금촌2동,992,2004-11-15,22,21,1638,Y
파주시,,후곡마을중앙하이츠,금촌2동,997,2005-11-18,20,4,316,Y
파주시,,휴먼시아,문산읍 당동리,937,2012-03-30,15,8,775,N
파주시,,휴먼시아,문산읍 선유리,1358,2010-04-01,15,13,917,N
파주시,,휴먼시아,문산읍 선유리,1394,2012-03-30,15,14,1316,N
평택시,,LH배꽃마을4단지,비전동,1028,2016-01-29,20,9,984,N
평택시,,LH배다리마을5단지,죽백동,815,2019-02-08,19,3,840,N
평택시,,LH이곡마을3단지,비전동,1008,2014-12-05,23,13,1191,N
평택시,,LH이곡마을6단지,비전동,968,2016-06-17,25,9,765,N
평택시,,SK비전,비전동,856-1,2003-06-02,15,2,120,N
평택시,,SK합정,합정동,880,2003-08-13,11,4,227,Y
평택시,,SR친오애아파트,포승읍,만호리 646-1,2004-03-26,15,3,472,Y
평택시,,YM프라젠아파트,비전동,925,2008-11-10,12,1,46,N
평택시,,YM프라젠하우스,비전동,815,2009-03-27,4,6,63,N
평택시,,e편한세상 대림,이충동,671,2007-06-04,18,4,179,Y
평택시,,e편한세상 평택용이1단지,용이동,328,2017-11-30,20,6,399,Y
평택시,,e편한세상 평택용이1단지,용이동,344,2017-11-30,20,14,949,Y
평택시,,가내마을5단지,죽백동,725,2021-06-07,12,21,618,N
평택시,,가재 우림필유,가재동,639,2006-07-21,19,7,590,Y
평택시,,개나리,서정동,604-4,1982-01-23,3,2,42,N
평택시,,개나리,세교동,559,1997-11-06,15,8,650,Y
평택시,,건영,이충동,591-2,1997-10-31,15,8,560,Y
평택시,,건영,지산동,1094,1993-03-29,10,13,562,Y
평택시,,건영캐스빌아파트,안중읍,현화리 820-1,2005-04-06,20,8,744,Y
평택시,,경원,진위면,견산리 27-6,1987-07-11,5,3,160,N
평택시,,경원(그린타운),팽성읍,송화리 24-11,1986-01-10,3,3,36,N
평택시,,고덕 국제신도시 리슈빌 레이크 파크,고덕면,좌교리 고덕국제화계획지구 A-45,2021-11-04,20,11,730,Y
평택시,,고덕 코아루 더 블루시티,이충동,460-2,2021-06-25,26,1,299,Y
평택시,,고덕시티,이충동,457-21,2020-01-22,17,1,299,Y
평택시,,고덕자연앤자이,고덕면,여염리 4313-2,2019-07-26,36,10,755,Y
평택시,,고덕파라곤,고덕면,여염리 4247-2,2019-06-14,30,11,752,Y
평택시,,고덕하늘채 시그니처,고덕면,궁리 523,2021-02-26,25,26,1884,Y
평택시,,공원,비전동,산83-3,1987-03-21,3,2,36,N
평택시,,광성,안중읍,학현리 504-49,1987-11-15,3,1,24,N
평택시,,광성아파트,안중읍,학현리 504-24,1989-10-12,5,2,40,N
평택시,,군문주공1,군문동,370,1999-03-23,15,8,690,Y
평택시,,군문주공2,군문동,360,1999-03-22,15,15,1035,Y
평택시,,그린빌아파트,오성면,숙성리 977-1,2003-12-10,15,2,131,N
평택시,,금안,비전동,196-1,1984-05-23,3,2,21,N
평택시,,금호어울림1단지,용이동,581,2015-10-29,23,21,1591,Y
평택시,,금호어울림2단지,용이동,601,2015-10-29,20,10,624,Y
평택시,,금호타운(서정마을),서정동,827,1996-10-21,18,5,648,Y
평택시,,기산연립,서정동,1111,2005-01-07,4,1,56,N
평택시,,기흥,통복동,153-2,1990-11-23,5,1,25,N
평택시,,까치둥지,비전동,853,1994-05-06,4,1,30,N
평택시,,꽃동산,진위면,하북리 72-3,1984-06-05,3,2,27,N
평택시,,남산,신장동,632-2,1983-09-16,3,1,21,N
평택시,,남양,지산동,646-2,1985-01-25,3,2,30,N
평택시,,농조,비전동,196-3,1983-06-16,4,1,24,N
평택시,,늘푸른오스카빌,용이동,470-1,2010-07-29,18,16,931,Y
평택시,,늘푸른오스카빌,팽성읍,송화리 835,2010-03-10,13,4,175,Y
평택시,,대림,독곡동,491,1994-07-20,11,5,264,Y
평택시,,대림이편한세상,용이동,580,2015-04-10,23,10,632,Y
평택시,,대양아리스타,서정동,313-14,2018-02-08,20,1,236,Y
평택시,,대양아리스타2,신장동,232-35,2019-06-21,13,1,186,Y
평택시,,"대옥1,2차",팽성읍,안정리 46-7,1989-11-30,5,2,58,N
평택시,,대옥2차,독곡동,396-16,1989-01-20,5,2,75,N
평택시,,대옥3차,서정동,787-2,1993-01-12,13,1,95,N
평택시,,대옥5차,서정동,791-10,1990-09-13,5,1,29,N
평택시,,대옥7차,서정동,784,1993-03-23,16,1,143,N
평택시,,대원,팽성읍,송화리 790-1,2002-08-17,15,5,650,Y
평택시,,대임,세교동,185-2,1985-11-12,3,2,33,N
평택시,,대진,이충동,589-3,1997-05-31,5,5,160,N
평택시,,더샵마스터뷰,죽백동,817,2018-06-22,25,9,817,Y
평택시,,더샵지제역센트럴파크1BL,동삭동,364,2020-10-17,27,23,2124,Y
평택시,,더샵지제역센트럴파크2BL,동삭동,188-13,2020-08-13,27,18,1674,Y
평택시,,더스위트하버,포승읍,만호리 574-7,2017-04-05,18,1,299,Y
평택시,,독곡동 현대,독곡동,산69-3,1983-11-15,3,3,54,N
평택시,,동광,칠원동,499,2003-11-11,15,10,769,Y
평택시,,동문굿모닝힐 맘시티 3단지,칠원동,613,2021-08-13,27,15,1134,Y
평택시,,동문굿모닝힐맘시티 1단지,칠원동,542,2019-08-27,27,13,852,Y
평택시,,동문굿모닝힐맘시티 2단지,칠원동,559,2019-08-27,27,15,1030,Y
평택시,,동문굿모닝힐맘시티 4단지,칠원동,595,2019-08-27,26,16,921,Y
평택시,,동부,독곡동,475,1994-12-09,12,6,336,Y
평택시,,동삭 이안,동삭동,650,2005-01-24,15,6,263,Y
평택시,,동삭현대,동삭동,340-6,1992-09-15,15,7,612,Y
평택시,,동산,서정동,793,1989-10-26,5,11,520,Y
평택시,,동성,세교동,462-1,1986-09-30,3,4,69,N
평택시,,동성한아름,비전동,877,1994-08-27,13,3,234,Y
평택시,,동성효성,비전동,856,1994-08-26,15,2,178,Y
평택시,,동신1차,안중읍,현화리 826-2,2003-09-29,17,4,299,Y
평택시,,동신2차 (사랑마을),안중읍,현화리 840-1,2003-10-29,21,5,496,Y
평택시,,동신3차 (아름마을),안중읍,현화리 839-1,2005-05-12,20,6,546,Y
평택시,,동아,통복동,12844,1985-09-17,5,1,30,N
평택시,,동아국화,통복동,539-2,1994-05-28,16,3,218,Y
평택시,,동아동백,비전동,828,1994-11-11,17,3,213,Y
평택시,,동아모란,비전동,878-5,1995-05-30,16,3,258,Y
평택시,,동아목련,비전동,236-22,1993-10-18,20,4,418,Y
평택시,,동아백합,비전동,856-2,1994-11-11,16,2,148,N
평택시,,동양,서정동,586-4,1985-12-30,5,2,48,N
평택시,,동영,신장동,247-5,2012-02-07,13,1,98,N
평택시,,동우자인채센트럴,평택동,35-28,2018-05-08,17,1,299,Y
평택시,,동원,독곡동,397-3,1984-11-12,3,2,30,N
평택시,,동환,안중읍,현화리 305-2,1992-06-11,16,2,192,Y
평택시,,뜨레휴 이곡마을7단지,비전동,967,2017-06-21,24,9,632,N
평택시,,라이프,독곡동,464,1992-12-19,12,8,483,Y
평택시,,라페온빌2차,평택동,23498,2017-08-24,18,1,299,Y
평택시,,롯데인벤스스카이,평택동,316,2008-11-28,33,5,396,Y
평택시,,르플로랑,고덕면,여염리 4238-2,2021-07-28,25,11,891,Y
평택시,,만도사원1차,포승읍,만호리 51-1,1987-09-25,5,7,200,N
평택시,,만도사원2(~3)차,포승읍,만호리 53,1990-04-30,5,10,380,N
평택시,,매봉,세교동,산69-6,1986-12-19,5,2,40,N
평택시,,맥심험프리스,팽성읍,안정리 136-3,2020-06-17,14,1,204,Y
평택시,,명지미래힐1차,포승읍,내기리 697,2004-06-04,17,4,287,Y
평택시,,명지미래힐2차,포승읍,내기리 698,2004-11-30,15,5,322,Y
평택시,,명진,비전동,827,2004-10-06,7,2,70,N
평택시,,모아1단지,포승읍,독곡리 1113,2006-01-13,12,8,547,Y
평택시,,모아2단지,포승읍,도곡리 1115,2005-11-14,12,6,368,Y
평택시,,미도,신장동,363-8,1986-12-18,5,3,130,N
평택시,,미송,서정동,885-2,1986-11-10,4,6,112,N
평택시,,미주1차,지산동,1091,1992-10-31,9,3,216,Y
평택시,,미주2차,지산동,1134,1994-11-23,11,6,550,Y
평택시,,미주3차,이충동,592,1996-12-31,16,6,690,Y
평택시,,바우맨션,합정동,738-7,1991-01-04,7,1,42,N
평택시,,반도보라빌,포승읍,방림리 715,2005-06-24,9,5,180,Y
평택시,,반도유보라,용이동,492-1,2010-11-12,18,8,480,Y
평택시,,반도유보라 아이비파크 1단지,죽백동,722,2016-12-23,25,7,630,Y
평택시,,반도유보라 아이비파크 2단지,죽백동,720,2016-12-24,25,8,715,Y
평택시,,범양,세교동,435-84,1987-11-23,5,1,80,N
평택시,,벽산늘푸른,비전동,889,1994-06-03,16,4,368,Y
평택시,,복지,평택동,144-1,1985-12-31,3,2,33,N
평택시,,부영1단지,이충동,589-5,1996-05-25,12,4,400,Y
평택시,,부영2단지,이충동,593,1996-05-27,12,5,550,Y
평택시,,부영3단지,이충동,594-2,1996-05-26,12,5,600,Y
평택시,,부영사랑으로1,청북면,옥길리 1110,2011-09-29,15,18,1031,Y
평택시,,부영사랑으로2,청북면,옥길리 1104,2011-10-14,20,16,1138,Y
평택시,,부영사랑으로3,청북면,옥길리 1102,2012-07-31,20,5,400,Y
평택시,,부영사랑으로5,청북면,옥길리 1097,2012-12-28,20,10,741,Y
평택시,,브라운스톤,청북읍,옥길리 1071,2017-10-26,18,12,581,Y
평택시,,브라운스톤 험프리스,팽성읍,안정리 360,2016-11-28,15,17,944,Y
평택시,,비전 경남아너스빌,비전동,931,2009-11-16,19,19,903,Y
평택시,,비전 우림필유,비전동,922,2006-03-30,15,3,127,N
평택시,,비전레이크푸르지오,용이동,642,2019-02-22,27,7,621,Y
평택시,,비전롯데캐슬,비전동,946,2011-01-27,20,11,553,Y
평택시,,비전센트럴푸르지오,용이동,650,2018-05-24,23,7,528,Y
평택시,,비전아이파크,비전동,639,2018-02-22,27,7,585,Y
평택시,,비전에듀포레푸르지오,용이동,652,2018-09-14,27,11,977,Y
평택시,,비전지웰푸르지오,용이동,644,2019-01-25,27,8,717,Y
평택시,,비전푸르지오,용이동,301-2,2016-12-12,20,11,761,Y
평택시,,삼부1단지,포승읍,도곡리 1114,2005-11-11,12,7,510,Y
평택시,,삼부2단지,포승읍,도곡리 1109,2005-11-11,12,7,426,Y
평택시,,삼익2차,독곡동,468,1994-05-24,12,6,364,Y
평택시,,삼익마에스트로,포승읍,도곡리 1117-10,2015-06-12,15,1,156,Y
평택시,,삼익사이버,동삭동,343-2,2000-11-22,20,7,672,Y
평택시,,삼한,합정동,549-1,1984-02-08,3,2,39,N
평택시,,삼호,합정동,751-3,1984-11-30,3,1,24,N
평택시,,삼호하이츠,합정동,743-3,1986-02-10,3,2,36,N
평택시,,새꽃동산,진위면,하북리 94-8,1986-05-16,3,4,72,N
평택시,,새동산,진위면,하북리 88-4,1984-12-22,3,2,30,N
평택시,,새한,비전동,273-10,1985-12-20,5,2,40,N
평택시,,서경,송화리,65,1988-02-17,5,2,60,N
평택시,,서광프리메라,안중읍,현화리 841,2005-12-07,22,7,715,Y
평택시,,서울,세교동,산115-9,1985-11-28,3,1,21,N
평택시,,서원1차,진위면,견산리 366-1,1991-12-05,5,3,134,N
평택시,,서원2차,진위면,가곡리 406-1,1993-06-12,5,4,274,N
평택시,,서재자이,동석동,715-1,2014-05-22,23,8,802,Y
평택시,,서정 롯데캐슬,서정동,1121,2010-01-29,23,13,828,Y
평택시,,서정라페온빌3차,이충동,463,2018-11-14,17,1,284,Y
평택시,,서정메트로하임(5차),서정동,433-26,2016-12-29,16,1,299,Y
평택시,,서정벨루스하임(4차),서정동,433-7,2016-12-29,17,1,299,Y
평택시,,서정스마트빌듀오1차,이충동,456-1,2016-02-29,15,1,225,Y
평택시,,서정스마트빌듀오2차,이충동,452-2,2016-05-11,20,1,287,Y
평택시,,서정스마트빌듀오3차,서정동,433-23,2016-11-25,16,1,299,Y
평택시,,서정아트타워2차,이충동,445-3,2018-10-11,20,1,172,Y
평택시,,서정역꿈의도시두드림,서정동,303-6,2018-06-29,18,1,298,Y
평택시,,서정주공3,서정동,909-1,1988-08-24,5,10,380,Y
평택시,,성동1차,합정동,757-10,1984-10-04,4,1,32,N
평택시,,성두,팽성읍,평궁리 305-1,1995-04-29,5,3,144,N
평택시,,성신,평택동,88-19,1988-02-16,5,1,32,N
평택시,,성원,안중읍,현화리 825-1,2002-12-10,19,5,494,Y
평택시,,성환,평택동,121-11,1986-11-13,5,1,40,N
평택시,,세경,서정동,794,1987-09-14,5,12,420,Y
평택시,,세교,세교동,산109-42,1986-04-02,3,2,21,N
평택시,,세교 부영1차,세교동,555,1996-05-28,15,11,1590,Y
평택시,,세교 부영2차,세교동,557,2000-12-08,15,10,780,Y
평택시,,세문,평택동,202-30,1994-08-09,13,1,65,N
평택시,,세방(탑건빌리지)연립,서정동,604-177,2002-02-14,4,2,72,N
평택시,,센트럴자이3단지,동삭동,852,2019-01-25,29,22,2324,Y
평택시,,센트럴자이4단지,동삭동,854,2018-08-31,29,6,684,Y
평택시,,센트럴자이5단지,동삭동,855,2018-08-31,29,7,775,Y
평택시,,소사 SK뷰,소사동,524,2007-10-09,18,12,750,Y
평택시,,소사벌 리더스하임,비전동,1011,2014-10-06,25,10,851,Y
평택시,,소사벌푸르지오,비전동,996,2019-02-11,25,6,566,Y
평택시,,소사벌휴먼시아1,비전동,1005,2012-05-31,20,13,1060,N
평택시,,소사벌휴먼시아2,비전동,1004,2012-05-31,23,11,992,N
평택시,,솔매마을(한일유앤아이),비전동,923,2007-07-27,12,3,132,N
평택시,,송담지엔하임1차,안중읍,송담리 850,2018-05-03,27,10,707,Y
평택시,,송담지엔하임2차,안중읍,송담리 852,2018-04-30,27,5,366,Y
평택시,,송원,독곡동,359-5,1985-02-01,3,7,102,N
평택시,,송탄,신장동,624-2,1985-07-31,3,1,21,N
평택시,,송탄역 서희스타힐스,신장동,694,2019-11-29,14,11,527,Y
평택시,,송탄역 클래시아,신장동,243-3,2017-05-25,13,1,287,Y
평택시,,송화 우미,팽성읍,송화리 788-1,2005-12-14,13,12,719,Y
평택시,,송화현대홈타운,팽성읍,송화리 785-1,2005-01-13,13,4,364,Y
평택시,,스마트빌듀오1차(도시형),포승읍,만호리 574-5,2014-12-31,14,1,299,Y
평택시,,스마트빌듀오1차(도시형),포승읍,도곡리 1120-5,2014-12-31,15,1,299,Y
평택시,,스마트빌듀오3차(도시형),포승읍,만호리 575-1,2014-12-31,13,1,299,Y
평택시,,스위첸,지산동,1217,2006-12-26,15,8,506,Y
평택시,,시대코아,비전동,879-4,1995-09-13,16,2,160,Y
평택시,,시대한우리,비전동,874,1995-03-17,17,4,550,Y
평택시,,시장,통복동,22313,1984-12-19,3,1,21,N
평택시,,신경,팽성읍,송화리 36-1,1984-07-18,3,3,42,N
평택시,,신명나리,비전동,881,1995-11-21,17,2,306,Y
평택시,,신명보람,통복동,539-5,1995-11-28,16,2,160,Y
평택시,,신세계타운,비전동,804,2001-05-11,15,5,240,Y
평택시,,신안인스빌시그니처,고덕면,여염리 4240-3,2020-04-27,27,9,613,Y
평택시,,신일,신장동,177-3,1987-09-25,3,1,24,N
평택시,,신일유토빌,비전동,810-1,2005-10-27,15,1,75,N
평택시,,신창,안중읍,송담리 170-3,1999-06-21,15,3,270,Y
평택시,,신한헤센스마트 서정아트타워,서정동,319-3,2018-03-23,19,1,299,Y
평택시,,신현대,서정동,537-1,1983-12-24,3,1,21,N
평택시,,신흥,안중읍,안중리 305-56,1986-08-02,5,2,40,N
평택시,,쌍용근로자,지산동,1029,1992-09-01,5,2,90,N
평택시,,쌍용조합(삼익),지산동,1029,1992-06-20,5,9,270,N
평택시,,아주1차,지산동,1135,1994-07-06,10,7,670,Y
평택시,,아주2차,독곡동,474,1995-05-08,11,4,286,Y
평택시,,안중늘푸른,안중읍,현화리 828-1,1999-10-29,15,12,1188,Y
평택시,,안중주공1,안중읍,현화리 843-1,2004-09-27,20,10,818,N
평택시,,안중주공2,안중읍,현화리 842,2004-08-31,15,8,638,N
평택시,,양주,안중읍,학현리 504-44,1983-04-28,3,2,48,N
평택시,,어반스페이스,평택동,185-44,2018-05-04,20,1,169,Y
평택시,,어울림스퀘어,고덕면,여염리 4330-2,2020-10-08,20,13,660,N
평택시,,엘지덕동,비전동,813,1994-09-27,15,8,494,Y
평택시,,영광,서정동,538-1,1997-01-16,14,1,108,N
평택시,,"영동1,2차",팽성읍,송화리 24-5,1991-04-17,5,3,110,N
평택시,,영화블렌하임,고덕면,궁리 520,2008-06-04,15,12,568,Y
평택시,,"영흥1,2차",현덕면,안광리 406-8,1990-12-06,5,4,110,N
평택시,,외기노조A,비전동,272-34,1983-10-29,3,6,85,N
평택시,,외기노조C,비전동,산76-17,1985-12-21,5,3,105,N
평택시,,용이 푸르지오 1차,용이동,471-1,2009-01-20,18,12,715,Y
평택시,,우경아파트,현덕면,서동대로 96,1996-11-12,15,1,106,Y
평택시,,우림,안중읍,금곡리 337-3,1999-08-13,18,8,881,Y
평택시,,우림(화현마을),안중읍,현화리 822-1,2005-04-27,20,8,734,Y
평택시,,우림필유 골드154,안중읍,현화리 820-2,2010-03-31,20,2,154,Y
평택시,,우미1차아파트,장당동,633,2005-04-08,18,7,499,Y
평택시,,우미2차아파트,장당동,632,2005-04-08,18,6,420,Y
평택시,,우미3차아파트,장당동,628,2006-03-16,18,3,247,Y
평택시,,우미5차아파트,이충동,607,2006-03-16,18,6,306,Y
평택시,,우미린 센트럴파크,비전동,1031,2016-04-15,25,10,870,Y
평택시,,우미린레이크파크,죽백동,816,2017-11-13,25,9,761,Y
평택시,,우성,지산동,1095,1992-10-02,6,14,414,Y
평택시,,우성꿈그린,세교동,558,1995-11-29,15,5,580,Y
평택시,,유승한내들,청북면,옥길리 1094,2010-10-25,15,8,431,Y
평택시,,유승한내들퍼스트뷰,청북면,옥길리 1153,2015-09-10,18,6,386,Y
평택시,,윤여옥,지산동,843-2,1985-07-29,3,1,27,N
평택시,,윤중수신제가,비전동,820,2004-09-23,15,2,112,N
평택시,,은실,세교동,225-3,1984-12-19,3,1,27,N
평택시,,은행,비전동,800-1,1991-06-29,5,6,300,Y
평택시,,이충주공1,이충동,688,2006-04-28,18,12,879,N
평택시,,이충주공3,이충동,680,2006-08-11,18,11,879,N
평택시,,이충주공4,이충동,478,1992-10-07,5,13,490,Y
평택시,,이한렉스빌,지산동,781-9,2017-07-28,13,1,299,Y
평택시,,일신가든,신장동,267-208,1986-05-23,3,2,30,N
평택시,,자란마을,비전동,796,1998-11-26,15,3,90,N
평택시,,장미,지산동,1028-1,1994-09-07,12,1,200,Y
평택시,,제일,지산동,1028,1991-12-02,12,2,300,Y
평택시,,제일풍경채 센트럴,고덕면,여염리 4242-2,2019-11-11,34,11,1022,Y
평택시,,제일풍경채장당센트럴,장당동,660,2018-02-23,24,7,448,Y
평택시,,제일하이빌1차,장당동,631,2005-02-23,18,7,714,Y
평택시,,제일하이빌2차,장당동,634,2005-02-23,18,4,286,Y
평택시,,주공2(정암마을),이충동,674,2006-08-07,18,9,733,Y
평택시,,주공4(추담마을),이충동,693,2007-06-05,18,6,489,Y
평택시,,중앙,세교동,산109-43,1992-01-16,3,1,30,N
평택시,,중앙,팽성읍,객사리 63-4,1986-04-02,5,1,36,N
평택시,,중흥s클래스,죽백동,721,2017-07-10,25,12,1190,Y
평택시,,지산코아루,지산동,1250,2011-01-28,14,7,305,Y
평택시,,지산현대,지산동,1089,1992-10-31,10,3,299,Y
평택시,,지예타워3,포승읍,도곡리 1118-7,2013-12-06,17,1,168,Y
평택시,,지제 더샵 센트럴파크3BL,동삭동,941,2021-07-12,27,16,1280,Y
평택시,,진광무지개,팽성읍,안정리 100-98,1997-11-24,8,7,152,Y
평택시,,진성,비전동,259,1984-06-01,5,2,50,N
평택시,,진양,팽성읍,남산리 산76-9,1997-01-01,3,5,90,N
평택시,,진흥,합정동,760,1986-12-24,3,1,35,N
평택시,,참이슬,합정동,870,1999-08-26,15,13,862,Y
평택시,,청도,진위면,견산리 374,1992-01-07,5,3,214,N
평택시,,청북 이지더원,청북읍,옥길리 1137,2016-10-28,22,7,513,Y
평택시,,청북이안,청북면,옥길리 1091,2011-01-27,15,12,640,Y
평택시,,청북한양수자인,청북면,옥길리 1150,2016-05-10,18,12,718,Y
평택시,,청송,합정동,36220,1985-03-18,2,2,24,N
평택시,,청실보성,세교동,556-2,2000-11-29,15,7,462,Y
평택시,,청천,서정동,836-5,1997-02-18,15,1,135,N
평택시,,칠괴 우림필유,칠괴동,601,2006-05-30,19,6,352,Y
평택시,,카임하우스(도시형),포승읍,도곡리 1121-1,2013-10-30,14,1,155,Y
평택시,,코오롱하늘채,장안동,619,2013-04-22,21,25,1943,Y
평택시,,태산그린,비전동,813-1,1994-11-11,16,5,516,Y
평택시,,태산신그린,비전동,828-1,1995-11-14,18,3,264,Y
평택시,,태양열,이충동,471-24,1982-04-30,3,4,54,N
평택시,,태영문화,비전동,887,1994-09-30,12,5,500,Y
평택시,,태영청솔,세교동,554,1996-12-03,15,9,880,Y
평택시,,태평,고덕면,궁리 75,1992-11-27,18,8,1288,Y
평택시,,통복 삼성,통복동,477,1993-05-19,17,9,624,Y
평택시,,트인자리애1차,서정동,304-5,2017-04-07,18,1,255,Y
평택시,,트인자리애2차,서정동,304-1,2017-09-28,18,1,180,Y
평택시,,파라곤 에듀포레,고덕면,좌교리,2021-07-30,20,10,654,Y
평택시,,팽성 송화주공,팽성읍,송화리 786-1,2004-06-07,13,6,494,N
평택시,,팽성 안정주공,팽성읍,안정리 213,1995-11-29,5,10,360,Y
평택시,,팽성 장미,팽성읍,객사리 145-31,1983-12-01,3,1,24,N
평택시,,퍼스트시티,평택동,294-3,2018-08-31,18,1,154,Y
평택시,,평생,포승읍,석정리 278-3,2000-05-19,13,1,49,N
평택시,,평일,합정동,373-2,1983-05-13,5,1,50,N
평택시,,평택,비전동,251-5,1979-12-31,5,2,60,N
평택시,,평택 고덕 센트레빌 엔에이치에프 3단지,고덕면,여염리 4198-1,2021-07-29,20,5,383,N
평택시,,평택 포스코 더샵,서정동,1116,2009-06-29,18,15,718,Y
평택시,,평택고덕 LH 35단지,고덕면,여염리 4205-1,2021-03-03,22,4,549,N
평택시,,평택고덕신동아파밀리에엔에이치에프7단지,고덕면,여염리 4314-2,2019-08-26,27,11,719,N
평택시,,평택고덕지구 CA-1BL,고덕면,여염리 4572-1,2020-02-03,10,5,296,N
평택시,,평택고덕지구 CA-2BL,고덕면,여염리 4572-1,2020-02-03,10,5,298,N
평택시,,평택뉴비전엘크루,소사동,617,2021-10-26,27,15,1396,Y
평택시,,평택메트로하임(도시형),포승읍,만호리 575-10,2015-06-10,13,1,299,Y
평택시,,평택비전지웰테라스,용이동,661,2019-04-25,4,25,218,Y
평택시,,평택비티온유안앨리츠,합정동,736-4,2019-09-30,22,1,299,Y
평택시,,평택센트럴자이1단지,동삭동,835,2017-12-15,29,9,998,Y
평택시,,평택센트럴자이2단지,동삭동,845,2017-12-15,25,9,851,Y
평택시,,평택스마트빌포레,포승읍,도곡리 1117-11,2017-04-19,16,1,291,Y
평택시,,평택역 SK VIEW,통복동,325,2021-10-22,27,14,1328,N
평택시,,평택역 두드림,통복동,32174,2017-10-27,18,1,298,Y
평택시,,평택청북 LH B12단지,청북읍,옥길리 1125,2020-02-07,15,2,326,N
평택시,,평택코아루두드림,평택동,13058,2019-04-08,18,1,210,Y
평택시,,평택한일,진위면,갈곶리 239-2,1996-08-23,15,5,490,Y
평택시,,평택효성해링턴플레이스1단지,소사동,소사2지구 도시개발구역 A-1BL,2019-06-25,29,12,710,Y
평택시,,평택효성해링턴플레이스2단지,소사동,소사2지구 도시개발구역 A-2BL,2019-06-25,30,28,2530,Y
평택시,,포승골든포트,포승읍,도곡리 1118-4,2018-04-23,20,1,252,Y
평택시,,풍림아이온,청북면,옥길리 1144,2013-05-24,15,5,232,Y
평택시,,하애빌라2차,비전동,621-5,1985-12-27,3,3,24,N
평택시,,한강,비전동,488-5,1987-01-24,5,1,30,N
평택시,,한국가스사원,포승읍,석정리 278-2,1991-05-21,4,7,174,N
평택시,,한국아파트,장당동,629,2005-02-05,17,4,331,Y
평택시,,한도,신장동,267-249,1979-10-31,5,5,120,N
평택시,,한라파인빌,포승읍,석정리 306-5,1993-12-23,12,2,222,Y
평택시,,한미1차,합정동,429-1,1992-10-07,12,1,72,N
평택시,,한미2차,합정동,428-1,1993-01-12,13,1,78,N
평택시,,한미3차,비전동,812,1993-03-23,10,2,56,N
평택시,,한보,팽성읍,안정리 100-62,1989-07-13,5,2,57,N
평택시,,한빛,비전동,876,1997-01-31,15,6,448,Y
평택시,,한성,비전동,800,1997-11-15,15,8,486,Y
평택시,,한승,진위면,견산리 27-15,2000-09-30,15,5,606,Y
