ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,MANAGE_NO,FLAG_NM,TY_NM,PARKNG_SPCE_CO,MANAGE_FLAG_NM,UTILIIZA_LMTT_FLAG_NM,WKDAY_NM,WORKDAY_OPN_BSNS_TIME,WORKDAY_CLOS_TIME,SAT_OPN_BSNS_TIME,SAT_CLOS_TIME,SUN_OPN_BSNS_TIME,SUN_CLOS_TIME,UTILIIZA_CHRGE_CN,BASS_TIME,BASS_PRICE,ADIT_UNIT_TIME,ADIT_UNIT_PRICE,ONE_DAY_PARKNG_VLM_TIME,ONE_DAY_PARKNG_VLM_PRICE,MT_FDRM_PRICE,SETLE_MTH_CN,ADIT_DC,MANAGE_INSTT_NM,TEL_NO,데이터기준일자,PROVD_INSTT_CD,PROVD_INSTT_NM,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE,PROVD_INSTT_NM1,PROVD_INSTT_NM2,RDNMADR_NM1,RDNMADR_NM2,RDNMADR_NM3,RDNMADR_NM4,RDNMADR_NM5,sigu_name
KC490PC22N002116,장소,주차장,판교어린이도서관,경기도,성남시,4113511000,백현동,4113565700,백현동,4.11E+11,경기도 성남시 분당구 판교역로 75,13531,다사652321,127.1076676,37.38752522,206-3-000006,공영,부설,70,1,요일제,평일,7:00,22:00,0:00,0:00,0:00,0:00,혼합,120,0,30,400,0,6000,0,신용카드,면제(보훈처장이 발행한 유공자증(12시간이내)+5. 18 민주화운동 부상자+고엽제 휴유증 환자+참전용사로 등록된 차량)+50프로 할인(경차·장애인·경기·아이플러스 카드·병역 명문가 가족으로 병역 명문가증 차량),판교어린이도서관,031-729-4395,2022-11-17,3780000,경기도 성남시,20221117,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221117,경기도,성남시,경기도,성남시,분당구,판교역로,75,성남시 분당구
KC490PC22N002173,장소,주차장,주차빌딩,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 별양상가1로 39,13837,다사552366,126.9940572,37.4282926,220-2-000016,공영,노외,81,2,미시행,평일+토요일,9:00,19:00,9:00,19:00,0:00,0:00,유료,10,0,10,400,10,17000,130000,현금+신용카드,,과천도시공사,02-500-1145,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,별양상가1로,39,,과천시
KC490PC22N002174,장소,주차장,공영노외주차장,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 부림2길 13-9,13834,다사554377,126.9965423,37.4377245,220-2-000068,공영,노외,7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,부림2길,09월 13일,,과천시
KC490PC22N002175,장소,주차장,공영노외주차장,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 향촌6길 4-3,13834,다사554377,126.9959818,37.4382723,220-2-000069,공영,노외,8,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,향촌6길,04월 03일,,과천시
KC490PC22N002176,장소,주차장,공영노외주차장,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 향촌6길 4-3,13834,다사586404,127.0326528,37.4620366,220-2-000071,공영,노외,8,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,향촌6길,04월 03일,,과천시
KC490PC22N002177,장소,주차장,공영노외주차장,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 향촌6길 4-3,13834,다사565361,127.0084686,37.4233981,220-2-000084,공영,노외,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,향촌6길,04월 03일,,과천시
KC490PC22N002178,장소,주차장,공영노외주차장,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 향촌6길 4-3,13834,다사566362,127.009838,37.4246522,220-2-000086,공영,노외,55,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,향촌6길,04월 03일,,과천시
KC490PC22N002179,장소,주차장,공영노외주차장,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 향촌6길 4-3,13834,다사566363,127.0097793,37.4256037,220-2-000088,공영,노외,24,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,향촌6길,04월 03일,,과천시
KC490PC22N002180,장소,주차장,공영노외주차장,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 향촌6길 4-3,13834,다사566362,127.0106062,37.4244143,220-2-000091,공영,노외,3,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,향촌6길,04월 03일,,과천시
KC490PC22N002181,장소,주차장,공영노외주차장,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 문원청계4길 12,13834,다사565362,127.0093272,37.4239567,220-2-000093,공영,노외,3,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,문원청계4길,12,,과천시
KC490PC22N002182,장소,주차장,공영노외주차장,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 향촌6길 4-3,13834,다사557377,126.9996927,37.4376489,220-2-000073,공영,노외,11,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,향촌6길,04월 03일,,과천시
KC490PC22N002183,장소,주차장,공영노외주차장,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 향촌6길 4-3,13834,다사555378,126.9974282,37.4389283,220-2-000075,공영,노외,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,향촌6길,04월 03일,,과천시
KC490PC22N002184,장소,주차장,공영노외주차장,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 향촌6길 4-3,13834,다사566360,127.010606,37.4229258,220-2-000090,공영,노외,3,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,향촌6길,04월 03일,,과천시
KC490PC22N002185,장소,주차장,공영노외주차장,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 향촌6길 4-3,13834,다사554361,126.9966876,37.4236506,220-2-000078,공영,노외,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,향촌6길,04월 03일,,과천시
KC490PC22N002186,장소,주차장,공영노외주차장,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 향촌1길 24,13834,다사554364,126.9960096,37.4260798,220-2-000081,공영,노외,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,향촌1길,24,,과천시
KC490PC22N002187,장소,주차장,공영노외주차장,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 향촌6길 4-3,13834,다사565360,127.0085272,37.4228611,220-2-000083,공영,노외,42,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,향촌6길,04월 03일,,과천시
KC490PC22N002188,장소,주차장,벽산상가앞,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 별양상가로 13,13837,다사551367,126.9927814,37.42839086,220-1-000008,공영,노상,8,2,미시행,평일+토요일,9:00,19:00,9:00,19:00,0:00,0:00,유료,10,0,10,400,10,17000,130000,현금+신용카드,,과천도시공사,02-500-1145,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,별양상가로,13,,과천시
KC490PC22N002189,장소,주차장,전화국앞,경기도,과천시,4129010700,중앙동,4129051000,중앙동,4.13E+11,경기도 과천시 새술막길 22,13807,다사550367,126.991613,37.4290832,220-1-000002,공영,노상,10,2,미시행,평일+토요일,9:00,19:00,9:00,19:00,0:00,0:00,유료,10,0,10,400,10,17000,130000,현금+신용카드,,과천도시공사,02-500-1145,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,새술막길,22,,과천시
KC490PC22N002190,장소,주차장,소방서뒤,경기도,과천시,4129010700,중앙동,4129051000,중앙동,4.13E+11,경기도 과천시 중앙로 129,13807,다사549366,126.9910021,37.4283068,220-1-000004,공영,노상,25,2,미시행,평일+토요일,9:00,19:00,9:00,19:00,0:00,0:00,유료,10,0,10,400,10,17000,130000,현금+신용카드,,과천도시공사,02-500-1145,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,중앙로,129,,과천시
KC490PC22N002191,장소,주차장,우리은행 옆,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 별양로 85,13838,다사552366,126.9940153,37.42802277,220-1-000006,공영,노상,18,2,미시행,평일+토요일,9:00,19:00,9:00,19:00,0:00,0:00,유료,10,0,10,400,10,17000,130000,현금+신용카드,,과천도시공사,02-500-1145,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,별양로,85,,과천시
KC490PC22N002192,장소,주차장,새서울쇼핑앞,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 별양로 85,13838,다사552366,126.9940153,37.42802277,220-1-000010,공영,노상,17,2,미시행,평일+토요일,9:00,19:00,9:00,19:00,0:00,0:00,유료,10,0,10,400,10,17000,130000,현금+신용카드,,과천도시공사,02-500-1145,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,별양로,85,,과천시
KC490PC22N002193,장소,주차장,3단지아파트앞,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 별양로 85,13838,다사552366,126.9940153,37.42802277,220-1-000012,공영,노상,12,2,미시행,평일+토요일,9:00,19:00,9:00,19:00,0:00,0:00,유료,10,0,10,400,10,17000,130000,현금+신용카드,,과천도시공사,02-500-1145,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,별양로,85,,과천시
KC490PC22N002194,장소,주차장,골든타워,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 별양상가로 13,13837,다사551367,126.9927814,37.42839086,220-1-000013,공영,노상,8,2,미시행,평일+토요일,9:00,19:00,9:00,19:00,0:00,0:00,유료,10,0,10,400,10,17000,130000,현금+신용카드,,과천도시공사,02-500-1145,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,별양상가로,13,,과천시
KC490PC22N002195,장소,주차장,북문노상주차장,경기도,과천시,4129010600,주암동,4129055000,과천동,4.13E+11,경기도 과천시 말두레로 151-1,13820,다사574391,127.0185449,37.45095247,220-1-000023,공영,노상,42,1,미시행,평일+토요일+공휴일,9:00,19:00,9:00,19:00,9:00,19:00,유료,10,0,10,500,10,8000,,현금+신용카드,,과천도시공사,02-500-1145,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,말두레로,151-1,,과천시
KC490PC22N002196,장소,주차장,궁말마을입구,경기도,과천시,4711110400,과천동,4711155000,과천동,4.13E+11,경기도 과천시 경마공원대로 140-14,13816,다사564380,127.0081225,37.4408634,220-1-000025,공영,노상,180,1,미시행,평일+토요일+공휴일,9:00,19:00,9:00,19:00,9:00,19:00,유료,10,0,10,500,10,8000,,현금+신용카드,,과천도시공사,02-500-1145,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,경마공원대로,140-14,,과천시
KC490PC22N002197,장소,주차장,광창교주변,경기도,과천시,4711110400,과천동,4711155000,과천동,4.13E+11,경기도 과천시 상하벌1로 93,13815,다사561389,127.0044888,37.4486844,220-1-000027,공영,노상,139,1,미시행,평일+토요일+공휴일,9:00,19:00,9:00,19:00,9:00,19:00,유료,10,0,10,500,10,8000,,현금+신용카드,,과천도시공사,02-500-1145,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,상하벌1로,93,,과천시
KC490PC22N002198,장소,주차장,코오롱앞,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 코오롱로 13(별양동),13837,다사549364,126.9913459,37.4257552,220-2-000014,공영,노외,23,2,미시행,평일+토요일,9:00,19:00,9:00,19:00,0:00,0:00,유료,10,0,10,400,10,17000,130000,현금+신용카드,,과천도시공사,02-500-1145,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,코오롱로,13(별양동),,과천시
KC490PC22N002199,장소,주차장,삼성SDS앞,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 별양상가3로 8,13837,다사549364,126.9906454,37.4261119,220-2-000017,공영,노외,32,2,미시행,평일+토요일,9:00,19:00,9:00,19:00,0:00,0:00,유료,10,0,10,402,10,17000,130000,현금+신용카드,,과천도시공사,02-500-1145,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,별양상가3로,8,,과천시
KC490PC22N002200,장소,주차장,장군마을,경기도,과천시,4129010600,주암동,4129055000,과천동,4.13E+11,경기도 과천시 장군마을길 61,13819,다사586403,127.0321644,37.461853,220-2-000022,공영,노외,178,5,미시행,평일+토요일,9:00,19:00,9:00,19:00,0:00,0:00,유료,10,0,10,100,10,2000,20000,현금+신용카드,,과천도시공사,02-500-1145,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,장군마을길,61,,과천시
KC490PC22N002201,장소,주차장,렉스타운 앞,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 별양상가1로 25,13837,다사551366,126.9925432,37.4282781,220-2-000020,공영,노외,17,2,미시행,평일+토요일,9:00,19:00,9:00,19:00,0:00,0:00,유료,10,0,10,300,10,17000,130000,현금+신용카드,,과천도시공사,02-500-1145,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,별양상가1로,25,,과천시
KC490PC22N002202,장소,주차장,광창5주차장,경기도,과천시,4711110400,과천동,4711155000,과천동,4.13E+11,경기도 과천시 광창1로 21-34,13821,다사567387,127.0106456,37.4473181,220-2-000033,공영,노외,15,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,광창1로,21-34,,과천시
KC490PC22N002203,장소,주차장,남태령3주차장,경기도,과천시,4711111600,과천동,4711159000,과천동,4.13E+11,경기도 과천시 양지마을1로 25-11,13813,다사554391,126.9957868,37.450108,220-2-000035,공영,노외,11,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,양지마을1로,11월 25일,,과천시
KC490PC22N002204,장소,주차장,광창3주차장,경기도,과천시,4711111600,과천동,4711159000,과천동,4.13E+11,경기도 과천시 광창4로 2,13821,다사566389,127.0100824,37.4484426,220-2-000032,공영,노외,6,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,광창4로,2,,과천시
KC490PC22N002205,장소,주차장,뒷골3주차장,경기도,과천시,4711111600,과천동,4711159000,과천동,4.13E+11,경기도 과천시 뒷골로 78,13814,다사558400,127.0011845,37.4586677,220-2-000038,공영,노외,13,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,뒷골로,78,,과천시
KC490PC22N002206,장소,주차장,뒷골5주차장,경기도,과천시,4711125630,과천동,4711125600,과천동,4.13E+11,경기도 과천시 뒷골1로 27,13814,다사558396,127.0006329,37.4549916,220-2-000040,공영,노외,19,1,미시행,평일+토요일,9:00,19:00,9:00,19:00,0:00,0:00,유료,10,0,10,100,10,2000,20000,현금+신용카드,,과천도시공사,02-500-1145,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,뒷골1로,27,,과천시
KC490PC22N002207,장소,주차장,뒷골7주차장,경기도,과천시,4711125630,과천동,4711125600,과천동,4.13E+11,경기도 과천시 뒷골로 22-14,13814,다사558395,127.0012342,37.45366937,220-2-000042,공영,노외,56,1,미시행,평일+토요일,9:00,19:00,9:00,19:00,0:00,0:00,유료,10,0,10,100,10,2000,20000,현금+신용카드,,과천도시공사,02-500-1145,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,뒷골로,22-14,,과천시
KC490PC22N002208,장소,주차장,사기막골2주차장,경기도,과천시,4129010200,문원동,4129056000,문원동,4.13E+11,경기도 과천시 사기막길 71-7,13826,다사558356,127.0011432,37.41922196,220-2-000044,공영,노외,5,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,사기막길,Jul-71,,과천시
KC490PC22N002209,장소,주차장,상삼포2주차장,경기도,과천시,4129010600,주암동,4129055000,과천동,4.13E+11,경기도 과천시 삼부골2로 6,13820,다사577387,127.0222764,37.44671448,220-2-000046,공영,노외,9,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,삼부골2로,6,,과천시
KC490PC22N002210,장소,주차장,죽바위1-2주차장,경기도,과천시,4129010600,주암동,4129055000,과천동,4.13E+11,경기도 과천시 은행나무1길 55,13820,다사588399,127.0341895,37.45821554,220-2-000049,공영,노외,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,은행나무1길,55,,과천시
KC490PC22N002211,장소,주차장,죽바위2-5주차장,경기도,과천시,4129010600,주암동,4129055000,과천동,4.13E+11,경기도 과천시 추사로 74,13820,다사582393,127.0278566,37.4522024,220-2-000052,공영,노외,15,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,추사로,74,,과천시
KC490PC22N002212,장소,주차장,찬우물2주차장,경기도,과천시,2911010900,갈현동,2911056000,갈현동,4.13E+11,경기도 과천시 가일로 23,13840,다사541353,126.9820658,37.41658997,220-2-000054,공영,노외,11,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,가일로,23,,과천시
KC490PC22N002213,장소,주차장,한내2주차장,경기도,과천시,4711125630,과천동,4711125600,과천동,4.13E+11,경기도 과천시 향나무로 5-1,13815,다사555387,126.9971702,37.4470482,220-2-000057,공영,노외,7,5,미시행,평일+토요일+공휴일,9:00,19:00,9:00,19:00,0:00,19:00,유료,10,0,,,,,,현금+신용카드,,과천도시공사,02-500-1145,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,향나무로,05월 01일,,과천시
KC490PC22N002214,장소,주차장,공영노외주차장,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 향촌6길 4-3,13834,다사547370,126.9885613,37.43119492,220-2-000059,공영,노외,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,향촌6길,04월 03일,,과천시
KC490PC22N002215,장소,주차장,공영노외주차장,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 향촌6길 4-3,13834,다사549371,126.9902967,37.43199961,220-2-000061,공영,노외,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,향촌6길,04월 03일,,과천시
KC490PC22N002216,장소,주차장,공영노외주차장,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 향촌6길 4-3,13834,다사547368,126.9890948,37.4295068,220-2-000063,공영,노외,9,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,향촌6길,04월 03일,,과천시
KC490PC22N002217,장소,주차장,공영노외주차장,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 향촌6길 4-3,13834,다사549372,126.9910468,37.4331759,220-2-000064,공영,노외,4,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,향촌6길,04월 03일,,과천시
KC490PC22N002218,장소,주차장,공영노외주차장,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 향촌6길 4-3,13834,다사556378,126.9989785,37.4383553,220-2-000066,공영,노외,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,향촌6길,04월 03일,,과천시
KC490PC22N002219,장소,주차장,공영노외주차장,경기도,과천시,4129010900,별양동,4129053000,별양동,4.13E+11,경기도 과천시 향촌6길 4-3,13834,다사565362,127.0091374,37.4241045,220-2-000095,공영,노외,3,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,10,0,,,,,,,,경기도 과천시청,02-3677-2897,2022-07-01,3970000,경기도 과천시,20220701,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220701,경기도,과천시,경기도,과천시,향촌6길,04월 03일,,과천시
